ingredients,cooking_method,cooking_temperature,cooking_duration,storage_temperature,humidity,container_type,preparation_date,safe_hours,risk_level,recommended_max_temp,storage_tips
"tofu,bread,broccoli",grilled,225.0079124820146,81.84869167320176,3.6395829342744586,69.95349598537382,vacuum_sealed,2025-01-15,76.9,low,5.639582934274459,Control humidity
"tofu,potatoes,broccoli",steamed,97.48894746523732,79.1678296570638,9.16318793662363,52.40592875983781,glass,2024-12-30,52.5,medium,8.0,Reduce storage temperature
"chicken,quinoa,carrots",baked,193.0734752381826,170.19798128222786,9.868983601319895,71.06082165818862,ceramic,2025-01-23,29.4,high,8.0,Reduce storage temperature; Control humidity
"pork,rice,onions",fried,126.71474303570866,32.38284704751116,5.069842683695735,44.729504947836816,glass,2025-01-01,68.5,medium,7.069842683695735,Reduce storage temperature
"tofu,noodles,mushrooms",steamed,101.51374032766876,46.05817719380258,5.425141599922722,31.305247550019917,vacuum_sealed,2025-01-04,110.4,low,7.425141599922722,Reduce storage temperature
"tofu,potatoes,spinach",fried,169.16022430575885,92.04028667989293,9.879374505280111,77.41156979828534,vacuum_sealed,2024-12-28,43.3,high,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,mushrooms",grilled,149.07034933163555,95.03357928287177,2.926630156903892,49.74494961366459,ceramic,2024-12-25,64.2,medium,4.926630156903892,Standard storage adequate
"fish,bread,broccoli",boiled,105.47058708231384,29.910959348136,9.482883009143471,54.50730053739056,ceramic,2025-01-12,43.6,high,8.0,Reduce storage temperature
"tofu,bread,onions",boiled,207.23572492408042,99.56454938933022,8.334119121871186,62.814475746821024,vacuum_sealed,2024-12-26,50.7,medium,8.0,Reduce storage temperature; Control humidity
"lamb,rice,broccoli",fried,75.35206262663327,155.83751008817163,9.865786115626976,77.37806523408864,plastic,2024-12-29,35.7,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,rice,broccoli",boiled,141.08892193581627,67.38137720239834,7.307696310428114,57.266977443184985,plastic,2024-12-26,47.9,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,potatoes,onions",baked,140.24084656174094,158.46042660020822,7.327633215206297,62.935866823542966,ceramic,2025-01-08,32.0,high,8.0,Reduce storage temperature; Control humidity
"tofu,potatoes,onions",baked,150.90064011925463,142.25993283312158,2.070066961586968,70.49885277191315,metal,2025-01-08,62.0,medium,4.070066961586968,Control humidity
"pork,noodles,spinach",baked,127.24065598173243,73.67766956399862,3.185391920549951,43.35020988712106,glass,2025-01-08,81.6,low,5.185391920549951,Standard storage adequate
"fish,pasta,mushrooms",roasted,128.94972604630277,100.77907647447897,8.175154019373684,62.298175356488194,plastic,2025-01-13,32.1,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"fish,noodles,carrots",baked,155.6832046182775,58.70646248767967,7.328712705836103,54.42671126608211,plastic,2025-01-05,40.0,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,potatoes,spinach",steamed,86.19048464449651,130.1628936650803,5.936590376315965,69.44032241923605,metal,2024-12-31,63.3,medium,7.936590376315965,Reduce storage temperature; Control humidity
"tofu,noodles,onions",stir_fried,222.78972796437174,140.8436718756304,6.779687593168217,64.3748580421099,vacuum_sealed,2025-01-06,61.4,medium,8.0,Reduce storage temperature; Control humidity
"beef,rice,broccoli",grilled,232.49074427824237,86.48612017664432,8.5890205279222,73.60775755073934,metal,2025-01-15,35.8,high,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,mushrooms",stir_fried,81.86224496718917,70.3181422225187,4.686046304533092,54.40221851905598,glass,2024-12-28,61.0,medium,6.686046304533092,Standard storage adequate
"eggs,noodles,carrots",baked,248.84277913639895,76.17533483736457,2.9194567702413456,50.66120826943245,ceramic,2025-01-10,63.6,medium,4.919456770241346,Standard storage adequate
"beef,bread,onions",baked,215.30298732683744,15.23717289855852,2.136071161523149,78.91389768629135,glass,2025-01-15,66.0,medium,4.136071161523149,Control humidity
"tofu,bread,onions",grilled,232.0333140789878,49.882664086483594,3.117250002877319,67.36139183134111,vacuum_sealed,2025-01-08,63.8,medium,5.117250002877319,Control humidity
"lamb,bread,onions",fried,80.27290878083662,46.640716909251054,9.951673580334731,64.93902927722638,vacuum_sealed,2024-12-26,42.4,high,8.0,Reduce storage temperature; Control humidity
"fish,bread,carrots",stir_fried,233.13527911702718,17.311706882808565,2.2229106557804057,77.64441679239837,plastic,2025-01-15,54.8,medium,4.222910655780406,Control humidity; Consider airtight container
"lamb,noodles,mushrooms",fried,165.50538757854054,58.49939403081801,9.281676915751838,55.047177839322984,metal,2025-01-21,46.4,high,8.0,Reduce storage temperature
"tofu,pasta,broccoli",steamed,115.8626591366887,24.195480129161524,2.603621063025626,46.453555805863445,vacuum_sealed,2025-01-11,104.0,low,4.603621063025626,Standard storage adequate
"tofu,potatoes,carrots",baked,91.14710591805978,78.26890142230826,8.461599890422093,75.94815055758244,glass,2025-01-23,41.3,high,8.0,Reduce storage temperature; Control humidity
"tofu,potatoes,spinach",boiled,161.3544359694306,61.359602765998936,9.738554043526065,53.88906672791211,ceramic,2024-12-30,44.9,high,8.0,Reduce storage temperature
"fish,bread,mushrooms",steamed,104.54603345930016,40.06820889071727,6.269126359838878,32.32652182912081,glass,2025-01-14,82.2,low,8.0,Reduce storage temperature
"fish,noodles,spinach",fried,226.51354020354265,73.70448596531867,3.7855513849443367,71.34837467892342,plastic,2025-01-12,55.3,medium,5.785551384944337,Control humidity; Consider airtight container
"lamb,quinoa,mushrooms",steamed,222.91618382164202,37.97122714765128,6.743951331897613,59.60532241744845,plastic,2025-01-04,70.4,medium,8.0,Reduce storage temperature; Consider airtight container
"fish,pasta,carrots",baked,248.46077488188317,134.47827473985214,3.6731558280490795,69.05159437740862,glass,2024-12-28,64.9,medium,5.6731558280490795,Control humidity
"beef,bread,spinach",grilled,121.50097585295549,38.15703969393131,8.119086419474113,64.52795659927222,plastic,2025-01-03,28.7,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"eggs,bread,spinach",steamed,139.7131294079631,106.46680654476776,7.79874699420371,69.41373296683926,vacuum_sealed,2025-01-10,52.2,medium,8.0,Reduce storage temperature; Control humidity
"beef,potatoes,broccoli",grilled,190.60554505122755,176.7036323265085,8.488675742209326,77.8371690566012,ceramic,2025-01-05,29.3,high,8.0,Reduce storage temperature; Control humidity
"beef,rice,peppers",boiled,176.91967635888298,41.63730860938384,9.28071512007223,70.2606021233796,plastic,2024-12-30,37.1,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"beef,quinoa,spinach",grilled,156.15683305712736,52.66971449255983,3.428671991243987,50.42336101099302,metal,2025-01-07,66.5,medium,5.428671991243987,Standard storage adequate
"tofu,quinoa,peppers",fried,179.17421716028193,60.860989725796315,5.767040529987833,53.97145621360781,ceramic,2025-01-02,49.6,medium,7.767040529987833,Reduce storage temperature
"tofu,quinoa,peppers",fried,127.542454495659,135.21773236621738,4.600868474523989,44.707978832964436,glass,2024-12-27,69.2,medium,6.600868474523989,Standard storage adequate
"beef,bread,carrots",boiled,123.48020538283323,22.226745736008226,5.713268118944133,77.13116901093272,plastic,2025-01-13,49.8,medium,7.713268118944133,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,quinoa,broccoli",roasted,178.35601731328882,162.8230727042371,3.551722259553615,59.56132189111558,glass,2025-01-02,78.3,low,5.551722259553615,Standard storage adequate
"tofu,noodles,mushrooms",steamed,135.3138681401224,92.86311397082085,4.608722119841648,66.33017660737022,vacuum_sealed,2024-12-30,72.8,low,6.608722119841648,Control humidity
"chicken,quinoa,mushrooms",fried,216.53877018022186,30.718906280318198,6.96019492027467,49.96399149882321,vacuum_sealed,2025-01-22,76.8,low,8.0,Reduce storage temperature
"chicken,noodles,carrots",stir_fried,134.8717206205768,68.6426463871238,8.586647907450345,42.37281348355398,plastic,2025-01-17,38.8,high,8.0,Reduce storage temperature; Consider airtight container
"tofu,quinoa,spinach",boiled,101.94736334166443,58.49392576900954,8.340331911780266,42.21866455306602,vacuum_sealed,2025-01-04,57.0,medium,8.0,Reduce storage temperature
"lamb,pasta,broccoli",boiled,176.17463353332127,90.70282857375673,3.8628722027651214,51.28881438559888,metal,2025-01-12,80.2,low,5.862872202765121,Standard storage adequate
"tofu,bread,peppers",boiled,215.81153516789587,96.52872086430612,6.107550649138128,52.194035799120904,vacuum_sealed,2025-01-23,82.5,low,8.0,Reduce storage temperature
"eggs,noodles,mushrooms",fried,158.24757823873927,52.08818354118471,9.518595062009627,58.134143325578535,metal,2025-01-11,44.9,high,8.0,Reduce storage temperature
"lamb,quinoa,onions",baked,126.09921696865315,97.38453063811694,4.54218438851152,79.8180552871033,glass,2025-01-04,54.2,medium,6.54218438851152,Control humidity
"pork,noodles,carrots",roasted,180.6350013511646,46.55683414514023,3.1077077704217633,51.18911211113375,metal,2024-12-28,74.9,low,5.107707770421763,Standard storage adequate
"eggs,pasta,mushrooms",stir_fried,234.32673878383113,43.4989176356148,9.01562628964244,32.67501082283944,vacuum_sealed,2024-12-25,55.5,medium,8.0,Reduce storage temperature
"chicken,bread,carrots",stir_fried,145.48201417234196,38.992070517051815,8.867147361191552,30.19912460873862,vacuum_sealed,2025-01-05,54.6,medium,8.0,Reduce storage temperature
"beef,noodles,broccoli",baked,165.11503867538136,56.810109578304804,7.0143972987376735,50.6905014796635,metal,2025-01-23,42.0,high,8.0,Reduce storage temperature
"chicken,quinoa,onions",grilled,164.12109789389913,16.25743998328479,6.201026674406109,56.40883599160776,metal,2025-01-09,54.3,medium,8.0,Reduce storage temperature
"eggs,quinoa,broccoli",boiled,155.64426109573765,85.11656243919711,7.8351102793040415,42.18708315385273,metal,2025-01-08,46.5,high,8.0,Reduce storage temperature
"beef,bread,carrots",steamed,133.7230928650239,143.29342880984825,8.511717705628614,79.76789337507066,glass,2025-01-14,47.2,high,8.0,Reduce storage temperature; Control humidity
"eggs,potatoes,spinach",steamed,249.6062270192626,39.832679224024815,4.552773772753684,75.30600411435333,metal,2025-01-04,54.5,medium,6.552773772753684,Control humidity
"chicken,potatoes,carrots",roasted,102.83641067571756,63.402916751675455,2.5850419116168757,36.73038652000886,plastic,2025-01-10,80.1,low,4.585041911616876,Consider airtight container
"eggs,noodles,carrots",baked,211.9900191019501,11.263647758759296,5.802388118226127,53.68272508038507,metal,2025-01-08,63.1,medium,7.802388118226127,Reduce storage temperature
"eggs,noodles,mushrooms",stir_fried,192.3372886211103,169.04873832228807,3.405145504718174,34.390798687523734,glass,2025-01-19,80.0,low,5.405145504718174,Standard storage adequate
"beef,pasta,mushrooms",steamed,131.49990442234872,128.73214569949442,5.287561428842237,67.34677418926972,metal,2025-01-05,58.0,medium,7.287561428842237,Reduce storage temperature; Control humidity
"lamb,bread,onions",stir_fried,97.39905095208468,98.89947979633415,2.510909280810213,38.05386515578246,glass,2025-01-14,88.1,low,4.510909280810213,Standard storage adequate
"fish,quinoa,broccoli",roasted,231.2126086200176,109.72436707055424,8.360448273638768,33.59527163154154,glass,2024-12-26,54.2,medium,8.0,Reduce storage temperature
"fish,potatoes,carrots",baked,129.38510897051015,109.82263052313913,3.5774800033165217,49.62197935431753,plastic,2025-01-04,69.5,medium,5.577480003316522,Consider airtight container
"beef,pasta,carrots",boiled,184.40502577703597,40.77245067140029,3.980766220189679,54.09378538900802,ceramic,2025-01-06,70.3,medium,5.980766220189679,Standard storage adequate
"tofu,potatoes,broccoli",grilled,234.07638055317875,72.12465881201422,7.330295900490752,50.049073605500766,metal,2025-01-11,39.2,high,8.0,Reduce storage temperature
"chicken,quinoa,carrots",grilled,181.36268715015694,27.344454714691608,3.2790328986706268,51.34089707183239,plastic,2024-12-28,60.3,medium,5.279032898670627,Consider airtight container
"chicken,quinoa,broccoli",boiled,204.22147739269155,108.0765117851883,4.01322355420766,66.98177092013137,glass,2025-01-01,54.2,medium,6.01322355420766,Control humidity
"fish,pasta,carrots",stir_fried,84.52155499292924,159.82749664557625,6.7931525945668945,71.10693204484265,plastic,2025-01-20,45.4,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"beef,quinoa,peppers",steamed,175.26753960251213,41.048626888617676,8.98273938901373,46.6379881187215,plastic,2025-01-07,51.0,medium,8.0,Reduce storage temperature; Consider airtight container
"chicken,bread,mushrooms",steamed,185.07680437534347,71.97315457959186,8.29313629197864,38.57953761543312,metal,2024-12-26,56.2,medium,8.0,Reduce storage temperature
"beef,bread,spinach",stir_fried,60.21043084124924,125.99012441978527,8.037471092924154,71.94842583212666,vacuum_sealed,2025-01-22,41.2,high,8.0,Reduce storage temperature; Control humidity
"chicken,pasta,mushrooms",steamed,202.84810411028977,145.6089974051043,3.606569722903333,62.74971651875094,ceramic,2025-01-11,69.2,medium,5.606569722903333,Control humidity
"eggs,rice,spinach",boiled,114.0360975532372,110.8203237932802,5.559123402953536,66.04152481715674,metal,2025-01-12,58.8,medium,7.559123402953536,Reduce storage temperature; Control humidity
"chicken,noodles,broccoli",stir_fried,196.49980823962497,167.99044322662718,3.4430825709759185,61.08407862722309,glass,2024-12-30,53.9,medium,5.4430825709759185,Control humidity
"lamb,noodles,carrots",baked,174.96506913373574,154.5296014265271,7.393267238914793,69.97206588928995,glass,2025-01-10,37.2,high,8.0,Reduce storage temperature; Control humidity
"beef,potatoes,mushrooms",roasted,75.24679724543753,163.83901996953443,4.079669177718481,55.81431081542774,ceramic,2024-12-29,54.4,medium,6.079669177718481,Standard storage adequate
"pork,pasta,onions",steamed,148.23416726957004,105.72124244279674,9.381604853228472,45.83514080216739,plastic,2025-01-07,46.6,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,noodles,onions",baked,93.54316567845908,125.69801792612802,6.6112663141853645,72.38077123294082,vacuum_sealed,2025-01-05,61.8,medium,8.0,Reduce storage temperature; Control humidity
"lamb,potatoes,broccoli",baked,248.45825976457493,25.06699477984705,7.2768822849165575,62.42754840204573,glass,2025-01-21,39.5,high,8.0,Reduce storage temperature; Control humidity
"pork,potatoes,onions",stir_fried,106.15079140642122,42.28275798063448,3.7597705513447766,70.64941150544354,plastic,2025-01-21,49.4,medium,5.759770551344777,Control humidity; Consider airtight container
"tofu,noodles,spinach",baked,225.69354893141696,36.814157535865625,2.2403803254713957,45.78862169223401,metal,2025-01-08,79.1,low,4.240380325471396,Standard storage adequate
"beef,pasta,peppers",grilled,235.24831563067167,43.11444149437449,6.744394804807239,60.09364259564411,metal,2025-01-21,43.1,high,8.0,Reduce storage temperature; Control humidity
"eggs,rice,peppers",roasted,178.8191105236802,30.25190885676453,6.566982360931176,61.967402013776514,metal,2024-12-29,44.7,high,8.0,Reduce storage temperature; Control humidity
"fish,potatoes,broccoli",grilled,179.7841590831547,67.74020566945833,9.249985005377344,74.31023503528925,plastic,2024-12-29,33.7,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"pork,bread,mushrooms",grilled,134.76182486934994,95.22929143730033,7.282090365927567,41.85176313764815,glass,2024-12-26,39.1,high,8.0,Reduce storage temperature
"beef,potatoes,peppers",grilled,189.63771652199554,25.795987702259325,2.2983598303174286,76.86399058909262,metal,2025-01-16,60.5,medium,4.298359830317429,Control humidity
"beef,potatoes,spinach",roasted,152.56023438030195,145.86941765869295,9.238811020020858,51.95909854389093,vacuum_sealed,2025-01-02,50.1,medium,8.0,Reduce storage temperature
"chicken,noodles,mushrooms",fried,99.78305944177993,61.51602304538708,4.731161813483452,61.42233313389269,plastic,2024-12-30,44.9,high,6.731161813483452,Control humidity; Consider airtight container
"pork,quinoa,mushrooms",baked,224.19480473471842,52.683764023080876,8.497254260369424,61.990346938049136,metal,2025-01-06,33.9,high,8.0,Reduce storage temperature; Control humidity
"beef,pasta,peppers",grilled,182.2871414498639,59.16614716196001,5.380275932001382,49.87915780490411,metal,2025-01-18,59.6,medium,7.380275932001382,Reduce storage temperature
"lamb,bread,mushrooms",baked,152.35035377586257,170.42115439788634,7.453857500564568,56.97566890110522,plastic,2024-12-29,42.6,high,8.0,Reduce storage temperature; Consider airtight container
"pork,potatoes,mushrooms",steamed,94.62173264808936,70.2427877828946,9.347955946517494,46.92884796581637,vacuum_sealed,2025-01-19,66.4,medium,8.0,Reduce storage temperature
"eggs,pasta,broccoli",boiled,114.05463658468179,67.82001406449731,6.67477153821182,35.9369846554822,vacuum_sealed,2025-01-10,90.0,low,8.0,Reduce storage temperature
"eggs,rice,mushrooms",fried,169.24860421585058,47.057804520126545,6.530190062162004,66.46124730723729,ceramic,2025-01-10,42.1,high,8.0,Reduce storage temperature; Control humidity
"tofu,quinoa,carrots",baked,151.35621359047764,45.63154861159684,7.831049696094843,71.65784195964085,metal,2024-12-27,39.3,high,8.0,Reduce storage temperature; Control humidity
"eggs,noodles,broccoli",steamed,192.20641116381861,27.090175699888917,8.655501843251761,70.65954380295821,ceramic,2025-01-14,36.3,high,8.0,Reduce storage temperature; Control humidity
"lamb,bread,peppers",baked,71.88376197244096,42.41946126405368,8.81889551141537,54.10753159633039,plastic,2025-01-04,47.2,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,pasta,peppers",grilled,168.81817387730922,89.04669654826527,6.04373295653449,49.49322455192003,ceramic,2025-01-15,51.3,medium,8.0,Reduce storage temperature
"pork,pasta,spinach",fried,179.16656246898012,125.99446849233561,4.337981881937751,49.88999224469262,vacuum_sealed,2024-12-27,76.5,low,6.337981881937751,Standard storage adequate
"beef,rice,broccoli",roasted,83.92611053207331,124.84192393383894,5.956601111257718,48.662082080565895,glass,2025-01-12,59.1,medium,7.956601111257718,Reduce storage temperature
"chicken,bread,spinach",boiled,103.24720207995709,120.60320409027533,5.7237962984687485,34.177700665085446,vacuum_sealed,2025-01-03,91.4,low,7.7237962984687485,Reduce storage temperature
"fish,bread,onions",grilled,72.38816045884123,126.46026450243501,2.263290455803215,72.72442634979768,metal,2024-12-25,51.1,medium,4.263290455803215,Control humidity
"pork,potatoes,carrots",steamed,203.06991646464266,159.12147907134388,6.823116852581023,57.92637232954538,vacuum_sealed,2025-01-19,86.8,low,8.0,Reduce storage temperature
"chicken,noodles,broccoli",grilled,114.03658865949579,24.194982217396685,4.049925615034493,42.2948907345868,vacuum_sealed,2025-01-02,68.5,medium,6.049925615034493,Standard storage adequate
"eggs,quinoa,broccoli",boiled,81.96714803344295,122.0341022269454,2.6758293542140503,70.65960726513171,metal,2025-01-18,66.3,medium,4.67582935421405,Control humidity
"tofu,quinoa,mushrooms",fried,200.27910885267468,98.79539604081074,2.7203561940307175,37.02590007052791,ceramic,2025-01-03,67.0,medium,4.7203561940307175,Standard storage adequate
"beef,bread,peppers",baked,99.7707711518239,176.3651398821974,5.513374151361774,69.24952867791825,vacuum_sealed,2025-01-06,68.3,medium,7.513374151361774,Reduce storage temperature; Control humidity
"pork,pasta,onions",roasted,202.2990371429092,136.27582088237708,9.344453390761165,57.584172560191774,glass,2025-01-23,48.2,medium,8.0,Reduce storage temperature
"fish,noodles,broccoli",stir_fried,154.20936717883342,108.03485879870131,5.546241995147836,79.65613782751223,plastic,2025-01-15,48.4,medium,7.546241995147836,Reduce storage temperature; Control humidity; Consider airtight container
"pork,potatoes,onions",grilled,183.02492882903513,110.42241753830753,2.693097983744404,76.00898339627031,vacuum_sealed,2025-01-12,76.2,low,4.693097983744404,Control humidity
"beef,potatoes,spinach",fried,71.84774288036029,70.54804967041633,7.136808911707647,55.66004108663256,plastic,2024-12-29,40.2,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,quinoa,spinach",roasted,89.584831826253,23.518315971078533,8.966134979661062,60.8214689911548,glass,2024-12-25,33.1,high,8.0,Reduce storage temperature; Control humidity
"chicken,bread,spinach",grilled,174.81333958323694,175.78691175998992,5.991638176416699,32.75903761081262,ceramic,2025-01-15,52.2,medium,7.991638176416699,Reduce storage temperature
"chicken,noodles,mushrooms",roasted,240.60756618310378,110.99479006305334,2.528934727765706,32.909360528435805,ceramic,2024-12-27,70.3,medium,4.528934727765706,Standard storage adequate
"pork,pasta,spinach",stir_fried,206.45411496879834,130.91141789493474,6.697563516865686,63.37105333496464,glass,2025-01-14,53.5,medium,8.0,Reduce storage temperature; Control humidity
"tofu,noodles,spinach",fried,234.83458559700998,87.10988640940373,9.213462053441953,77.51531286493969,glass,2024-12-27,34.5,high,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,spinach",fried,195.69702122385297,108.21875449543288,4.511516186414669,37.858503512450476,ceramic,2025-01-20,59.0,medium,6.511516186414669,Standard storage adequate
"pork,noodles,carrots",stir_fried,174.77125936164958,88.0207008488038,7.302494390965065,66.35086508178651,metal,2025-01-03,34.9,high,8.0,Reduce storage temperature; Control humidity
"eggs,pasta,carrots",steamed,218.06288303866847,176.03363850194648,8.731305550374753,46.39398866076539,metal,2025-01-08,53.0,medium,8.0,Reduce storage temperature
"beef,potatoes,spinach",fried,182.29047599958452,27.789290463578705,2.254946575773671,63.194427627832326,plastic,2025-01-18,59.5,medium,4.254946575773671,Control humidity; Consider airtight container
"fish,pasta,peppers",fried,91.53721220331624,155.19142378235668,7.69842635890242,34.09638167945621,vacuum_sealed,2024-12-27,63.8,medium,8.0,Reduce storage temperature
"pork,rice,mushrooms",boiled,141.45673131322366,84.7115565732423,6.855384876804292,39.668683085299165,vacuum_sealed,2025-01-23,89.5,low,8.0,Reduce storage temperature
"fish,bread,peppers",stir_fried,218.36856632696777,153.91868123405501,2.827565103810845,56.13493892726659,metal,2024-12-26,65.1,medium,4.827565103810845,Standard storage adequate
"beef,quinoa,peppers",stir_fried,146.23648119922657,108.7149094992487,8.040332781885688,41.62270606483685,plastic,2024-12-30,38.9,high,8.0,Reduce storage temperature; Consider airtight container
"fish,rice,spinach",fried,211.2658150612905,121.32962668097109,2.8265582851924895,78.62705867305132,glass,2024-12-30,62.9,medium,4.8265582851924895,Control humidity
"beef,quinoa,broccoli",roasted,226.37922728143073,134.9192492710696,4.762195885627735,33.07714963243772,vacuum_sealed,2025-01-03,80.3,low,6.762195885627735,Standard storage adequate
"lamb,quinoa,onions",baked,144.05655790438846,26.116348388094057,8.366061372858837,42.093440877022296,plastic,2024-12-31,44.7,high,8.0,Reduce storage temperature; Consider airtight container
"eggs,quinoa,spinach",steamed,220.63794049656173,129.87322505986725,7.531059019736324,39.36100642155872,glass,2025-01-22,63.9,medium,8.0,Reduce storage temperature
"beef,pasta,spinach",stir_fried,203.95002887199584,130.64941676388452,5.063967855923367,65.97492205051256,vacuum_sealed,2025-01-18,61.7,medium,7.063967855923367,Reduce storage temperature; Control humidity
"tofu,rice,onions",baked,77.92234830010403,143.31520248672143,2.3527839399775514,75.37933990142476,metal,2025-01-12,61.7,medium,4.352783939977551,Control humidity
"chicken,bread,carrots",grilled,211.11362368124807,144.88727528608948,4.954328910303531,46.86711513083813,plastic,2024-12-25,57.3,medium,6.954328910303531,Consider airtight container
"chicken,potatoes,onions",grilled,77.53656022224777,103.21576984250414,6.117052642767422,53.689013347225696,plastic,2025-01-17,52.4,medium,8.0,Reduce storage temperature; Consider airtight container
"eggs,pasta,mushrooms",grilled,184.86830678621664,82.94722756304967,5.640193523561227,66.4266568871365,vacuum_sealed,2025-01-02,53.7,medium,7.640193523561227,Reduce storage temperature; Control humidity
"pork,pasta,onions",stir_fried,158.26491924835926,25.517657660700806,9.305680595675167,68.09750913448886,glass,2024-12-29,36.4,high,8.0,Reduce storage temperature; Control humidity
"chicken,rice,broccoli",stir_fried,148.21449570405008,125.11208243726003,2.4531715537794634,44.797457641429645,vacuum_sealed,2025-01-20,82.1,low,4.453171553779463,Standard storage adequate
"lamb,pasta,peppers",stir_fried,244.06497103167808,140.7589894727575,4.86910501911745,74.94465174142715,plastic,2025-01-15,40.8,high,6.86910501911745,Control humidity; Consider airtight container
"eggs,rice,carrots",stir_fried,162.26588500462697,127.88916073579816,6.441847174121106,68.90665736447787,glass,2025-01-14,53.3,medium,8.0,Reduce storage temperature; Control humidity
"tofu,rice,mushrooms",roasted,87.1014990744333,94.72186055318114,5.4245583794665615,34.92874178028619,ceramic,2024-12-27,57.2,medium,7.4245583794665615,Reduce storage temperature
"fish,bread,broccoli",fried,77.06967771126486,170.3430469197996,2.6459659317142066,30.395594928235088,vacuum_sealed,2025-01-21,110.9,low,4.645965931714207,Standard storage adequate
"fish,bread,mushrooms",roasted,62.214978140056985,112.81768958464583,5.7280580440898685,79.15519384377274,plastic,2025-01-07,42.7,high,7.7280580440898685,Reduce storage temperature; Control humidity; Consider airtight container
"chicken,potatoes,onions",steamed,199.81988347084598,79.25427079464679,6.552975982691249,78.69102350969746,vacuum_sealed,2024-12-29,74.3,low,8.0,Reduce storage temperature; Control humidity
"pork,potatoes,carrots",roasted,241.65276789437158,35.87914694503073,2.28915339867161,39.35057127936251,vacuum_sealed,2025-01-09,101.4,low,4.28915339867161,Standard storage adequate
"lamb,rice,broccoli",boiled,66.9624667626205,171.041287176777,9.416546460429053,58.40809237103056,plastic,2025-01-07,45.5,high,8.0,Reduce storage temperature; Consider airtight container
"chicken,quinoa,spinach",roasted,111.46473690562613,104.29227834213643,2.744575802591312,53.3821467486914,ceramic,2025-01-19,68.1,medium,4.744575802591312,Standard storage adequate
"fish,bread,onions",baked,201.13175220480207,59.43221773118283,6.18020353031015,45.289663825198225,glass,2025-01-01,63.3,medium,8.0,Reduce storage temperature
"beef,pasta,carrots",boiled,89.35409529248668,114.24441806793216,3.242752910286687,62.20435240334267,glass,2025-01-11,72.0,low,5.242752910286687,Control humidity
"beef,pasta,onions",steamed,128.30926064397164,32.00355059192522,2.1952936001471812,43.89700112272952,plastic,2025-01-03,78.9,low,4.195293600147181,Consider airtight container
"fish,quinoa,carrots",fried,143.50292381999526,128.4459802697708,7.172825593788462,40.07809207981198,glass,2025-01-11,45.8,high,8.0,Reduce storage temperature
"chicken,pasta,carrots",steamed,186.6354821361954,20.099126183237594,3.835965437394715,79.3747822329722,plastic,2024-12-25,68.1,medium,5.835965437394715,Control humidity; Consider airtight container
"chicken,bread,carrots",fried,125.98130931414242,177.20904472383964,7.922840398852712,35.88133939410835,vacuum_sealed,2025-01-17,60.5,medium,8.0,Reduce storage temperature
"tofu,pasta,broccoli",steamed,143.57948396682986,157.58322249250202,4.936495074603729,63.44771505583745,ceramic,2025-01-21,54.8,medium,6.936495074603729,Control humidity
"tofu,potatoes,mushrooms",stir_fried,123.52829660623252,27.73649396918454,5.781372753833725,71.96792939863911,vacuum_sealed,2025-01-23,62.0,medium,7.781372753833725,Reduce storage temperature; Control humidity
"chicken,bread,onions",baked,113.94892925699321,100.46992261846984,7.529265849758694,34.07318071889546,glass,2025-01-17,57.1,medium,8.0,Reduce storage temperature
"eggs,noodles,peppers",grilled,211.03634430367944,89.70507974461829,4.726960622647344,66.7168502343669,glass,2025-01-02,53.3,medium,6.726960622647344,Control humidity
"eggs,quinoa,peppers",baked,67.11172825325521,168.0621196083675,3.1750239267410194,50.22361775966422,ceramic,2025-01-02,70.4,medium,5.175023926741019,Standard storage adequate
"eggs,quinoa,mushrooms",baked,171.43523110643775,38.085736809027836,3.050493716301956,55.23275526853974,vacuum_sealed,2024-12-28,102.3,low,5.050493716301956,Standard storage adequate
"eggs,bread,broccoli",steamed,210.9138208810096,49.89564445177911,7.922142167939303,62.58722461576646,metal,2025-01-02,43.1,high,8.0,Reduce storage temperature; Control humidity
"eggs,noodles,onions",stir_fried,171.40487781805706,131.7414413352639,5.274358450243509,79.06928923647166,plastic,2025-01-18,45.2,high,7.274358450243509,Reduce storage temperature; Control humidity; Consider airtight container
"pork,quinoa,mushrooms",roasted,241.89629884768854,94.48575856015913,8.798312265613024,44.80789129111301,plastic,2024-12-31,41.3,high,8.0,Reduce storage temperature; Consider airtight container
"beef,pasta,mushrooms",grilled,83.89205800171825,49.1330919221863,2.585702495021068,69.39401655613082,glass,2025-01-01,57.0,medium,4.585702495021068,Control humidity
